id;codigo_estacion;estacion;tramo_horario;numero_de_prestamos;numero_de_devoluciones;fecha_creacion;fecha_baja
1569;66;066_GUILLEN DE ANGLESOLA;08H - 09H;2406;501;20230530;NA
1574;66;066_GUILLEN DE ANGLESOLA;13H - 14H;1397;1843;20230530;NA
1579;66;066_GUILLEN DE ANGLESOLA;18H - 19H;1974;2164;20230530;NA
1581;66;066_GUILLEN DE ANGLESOLA;20H - 21H;1548;2266;20230530;NA
1582;66;066_GUILLEN DE ANGLESOLA;21H - 22H;1015;1742;20230530;NA
1583;66;066_GUILLEN DE ANGLESOLA;22H - 23H;533;875;20230530;NA
1584;66;066_GUILLEN DE ANGLESOLA;23H - 24H;286;626;20230530;NA
1585;67;067_JUAN VERDEGUER;00H - 01H;85;192;20230530;NA
1587;67;067_JUAN VERDEGUER;02H - 03H;5;36;20230530;NA
1600;67;067_JUAN VERDEGUER;15H - 16H;512;440;20230530;NA
1603;67;067_JUAN VERDEGUER;18H - 19H;517;547;20230530;NA
1605;67;067_JUAN VERDEGUER;20H - 21H;417;562;20230530;NA
1607;67;067_JUAN VERDEGUER;22H - 23H;164;303;20230530;NA
1610;68;068_AVDA. DEL PUERTO IV;01H - 02H;87;309;20230530;NA
1613;68;068_AVDA. DEL PUERTO IV;04H - 05H;14;44;20230530;NA
1616;68;068_AVDA. DEL PUERTO IV;07H - 08H;1027;311;20230530;NA
1617;68;068_AVDA. DEL PUERTO IV;08H - 09H;1230;602;20230530;NA
1621;68;068_AVDA. DEL PUERTO IV;12H - 13H;1402;1232;20230530;NA
1625;68;068_AVDA. DEL PUERTO IV;16H - 17H;1321;1470;20230530;NA
1627;68;068_AVDA. DEL PUERTO IV;18H - 19H;1734;1969;20230530;NA
1629;68;068_AVDA. DEL PUERTO IV;20H - 21H;1307;1653;20230530;NA
1633;69;069_AVDA. DEL PUERTO;00H - 01H;383;728;20230530;NA
1637;69;069_AVDA. DEL PUERTO;04H - 05H;88;76;20230530;NA
1642;69;069_AVDA. DEL PUERTO;09H - 10H;1539;1141;20230530;NA
1647;69;069_AVDA. DEL PUERTO;14H - 15H;2097;2035;20230530;NA
1650;69;069_AVDA. DEL PUERTO;17H - 18H;1656;1877;20230530;NA
1653;69;069_AVDA. DEL PUERTO;20H - 21H;1603;1731;20230530;NA
1657;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;00H - 01H;175;87;20230530;NA
1659;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;02H - 03H;38;20;20230530;NA
1665;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;08H - 09H;263;1140;20230530;NA
1669;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;12H - 13H;873;1161;20230530;NA
1672;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;15H - 16H;1583;1193;20230530;NA
1676;70;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;19H - 20H;1386;1115;20230530;NA
1686;71;071_AVDA DEL PUERTO VI;05H - 06H;30;64;20230530;NA
1688;71;071_AVDA DEL PUERTO VI;07H - 08H;410;1044;20230530;NA
1689;71;071_AVDA DEL PUERTO VI;08H - 09H;1053;1797;20230530;NA
1695;71;071_AVDA DEL PUERTO VI;14H - 15H;2301;1752;20230530;NA
1697;71;071_AVDA DEL PUERTO VI;16H - 17H;1368;1629;20230530;NA
1701;71;071_AVDA DEL PUERTO VI;20H - 21H;1421;1468;20230530;NA
1704;71;071_AVDA DEL PUERTO VI;23H - 24H;608;562;20230530;NA
1706;72;072_RAMIRO MAETZU;01H - 02H;97;247;20230530;NA
1709;72;072_RAMIRO MAETZU;04H - 05H;23;69;20230530;NA
1713;72;072_RAMIRO MAETZU;08H - 09H;1433;639;20230530;NA
1714;72;072_RAMIRO MAETZU;09H - 10H;1157;544;20230530;NA
1718;72;072_RAMIRO MAETZU;13H - 14H;953;1340;20230530;NA
1719;72;072_RAMIRO MAETZU;14H - 15H;1401;2001;20230530;NA
1724;72;072_RAMIRO MAETZU;19H - 20H;1375;1909;20230530;NA
1735;73;073_JERONIMO MONSORIU;06H - 07H;240;107;20230530;NA
1737;73;073_JERONIMO MONSORIU;08H - 09H;1319;383;20230530;NA
1738;73;073_JERONIMO MONSORIU;09H - 10H;1324;739;20230530;NA
1745;73;073_JERONIMO MONSORIU;16H - 17H;1152;1141;20230530;NA
1746;73;073_JERONIMO MONSORIU;17H - 18H;1230;1355;20230530;NA
1747;73;073_JERONIMO MONSORIU;18H - 19H;1351;1609;20230530;NA
1749;73;073_JERONIMO MONSORIU;20H - 21H;1104;1576;20230530;NA
1751;73;073_JERONIMO MONSORIU;22H - 23H;484;780;20230530;NA
1754;74;074_PLAZA SAN FELIPE NERI;01H - 02H;163;344;20230530;NA
1755;74;074_PLAZA SAN FELIPE NERI;02H - 03H;79;162;20230530;NA
1757;74;074_PLAZA SAN FELIPE NERI;04H - 05H;53;74;20230530;NA
1758;74;074_PLAZA SAN FELIPE NERI;05H - 06H;34;62;20230530;NA
1759;74;074_PLAZA SAN FELIPE NERI;06H - 07H;186;73;20230530;NA
1763;74;074_PLAZA SAN FELIPE NERI;10H - 11H;773;574;20230530;NA
1764;74;074_PLAZA SAN FELIPE NERI;11H - 12H;949;709;20230530;NA
1767;74;074_PLAZA SAN FELIPE NERI;14H - 15H;1128;1969;20230530;NA
1772;74;074_PLAZA SAN FELIPE NERI;19H - 20H;1164;1495;20230530;NA
1773;74;074_PLAZA SAN FELIPE NERI;20H - 21H;1168;1343;20230530;NA
1775;74;074_PLAZA SAN FELIPE NERI;22H - 23H;478;821;20230530;NA
1777;75;075_CAMPOAMOR I;00H - 01H;342;766;20230530;NA
1778;75;075_CAMPOAMOR I;01H - 02H;200;448;20230530;NA
1782;75;075_CAMPOAMOR I;05H - 06H;156;67;20230530;NA
1788;75;075_CAMPOAMOR I;11H - 12H;1339;1094;20230530;NA
1791;75;075_CAMPOAMOR I;14H - 15H;1872;2180;20230530;NA
1795;75;075_CAMPOAMOR I;18H - 19H;1535;1955;20230530;NA
1798;75;075_CAMPOAMOR I;21H - 22H;1094;1769;20230530;NA
1805;76;076_CAMPOAMOR II;04H - 05H;44;54;20230530;NA
1810;76;076_CAMPOAMOR II;09H - 10H;1128;736;20230530;NA
1811;76;076_CAMPOAMOR II;10H - 11H;978;854;20230530;NA
1812;76;076_CAMPOAMOR II;11H - 12H;942;948;20230530;NA
1814;76;076_CAMPOAMOR II;13H - 14H;1085;1444;20230530;NA
1815;76;076_CAMPOAMOR II;14H - 15H;1602;2060;20230530;NA
1816;76;076_CAMPOAMOR II;15H - 16H;1492;1228;20230530;NA
1818;76;076_CAMPOAMOR II;17H - 18H;1376;1592;20230530;NA
1821;76;076_CAMPOAMOR II;20H - 21H;880;1233;20230530;NA
1823;76;076_CAMPOAMOR II;22H - 23H;371;561;20230530;NA
1824;76;076_CAMPOAMOR II;23H - 24H;212;326;20230530;NA
1826;77;77_C/ MOLINELL;01H - 02H;171;263;20230530;NA
1830;77;77_C/ MOLINELL;05H - 06H;41;50;20230530;NA
1835;77;77_C/ MOLINELL;10H - 11H;693;528;20230530;NA
1844;77;77_C/ MOLINELL;19H - 20H;900;992;20230530;NA
1845;77;77_C/ MOLINELL;20H - 21H;753;958;20230530;NA
1849;78;078_AVDA. ARAGÓN I;00H - 01H;709;397;20230530;NA
1850;78;078_AVDA. ARAGÓN I;01H - 02H;287;205;20230530;NA
1852;78;078_AVDA. ARAGÓN I;03H - 04H;154;74;20230530;NA
1853;78;078_AVDA. ARAGÓN I;04H - 05H;89;38;20230530;NA
1861;78;078_AVDA. ARAGÓN I;12H - 13H;923;965;20230530;NA
1862;78;078_AVDA. ARAGÓN I;13H - 14H;941;1028;20230530;NA
1863;78;078_AVDA. ARAGÓN I;14H - 15H;1168;1324;20230530;NA
1864;78;078_AVDA. ARAGÓN I;15H - 16H;1067;986;20230530;NA
1866;78;078_AVDA. ARAGÓN I;17H - 18H;1201;1158;20230530;NA
1869;78;078_AVDA. ARAGÓN I;20H - 21H;1180;1340;20230530;NA
1872;78;078_AVDA. ARAGÓN I;23H - 24H;777;407;20230530;NA
1878;79;079_AVDA. ARAGON II;05H - 06H;84;70;20230530;NA
1879;79;079_AVDA. ARAGON II;06H - 07H;207;298;20230530;NA
1880;79;079_AVDA. ARAGON II;07H - 08H;1562;1231;20230530;NA
1882;79;079_AVDA. ARAGON II;09H - 10H;1648;1670;20230530;NA
1885;79;079_AVDA. ARAGON II;12H - 13H;1709;1676;20230530;NA
1892;79;079_AVDA. ARAGON II;19H - 20H;2138;2278;20230530;NA
1894;79;079_AVDA. ARAGON II;21H - 22H;1488;1706;20230530;NA
1904;80;080_AMADEO SAVOIA;07H - 08H;487;2046;20230530;NA
1910;80;080_AMADEO SAVOIA;13H - 14H;1587;1370;20230530;NA
1918;80;080_AMADEO SAVOIA;21H - 22H;1249;628;20230530;NA
1921;81;081_DOCTOR FORNOS;00H - 01H;216;256;20230530;NA
1923;81;081_DOCTOR FORNOS;02H - 03H;69;77;20230530;NA
1926;81;081_DOCTOR FORNOS;05H - 06H;25;23;20230530;NA
1927;81;081_DOCTOR FORNOS;06H - 07H;146;61;20230530;NA
1928;81;081_DOCTOR FORNOS;07H - 08H;625;1294;20230530;NA
1932;81;081_DOCTOR FORNOS;11H - 12H;788;710;20230530;NA
1937;81;081_DOCTOR FORNOS;16H - 17H;1075;925;20230530;NA
1938;81;081_DOCTOR FORNOS;17H - 18H;859;809;20230530;NA
1942;81;081_DOCTOR FORNOS;21H - 22H;678;696;20230530;NA
1944;81;081_DOCTOR FORNOS;23H - 24H;264;285;20230530;NA
1945;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;00H - 01H;537;456;20230530;NA
1946;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;01H - 02H;236;265;20230530;NA
1948;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;03H - 04H;110;93;20230530;NA
1951;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;06H - 07H;390;351;20230530;NA
1953;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;08H - 09H;1434;1337;20230530;NA
1958;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;13H - 14H;1581;1482;20230530;NA
1964;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;19H - 20H;1656;1690;20230530;NA
1966;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;21H - 22H;1016;1201;20230530;NA
1967;82;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;22H - 23H;565;650;20230530;NA
1973;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;04H - 05H;62;50;20230530;NA
1978;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;09H - 10H;947;1641;20230530;NA
1979;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;10H - 11H;1693;1689;20230530;NA
1981;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;12H - 13H;2027;1774;20230530;NA
1983;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;14H - 15H;2805;2188;20230530;NA
1984;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;15H - 16H;1874;2193;20230530;NA
1986;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;17H - 18H;2142;2031;20230530;NA
1987;83;83_PZA. DE LA LEGIÓN ESPAÑOLA;18H - 19H;2224;1844;20230530;NA
1993;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;00H - 01H;86;217;20230530;NA
1996;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;03H - 04H;29;38;20230530;NA
1997;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;04H - 05H;19;35;20230530;NA
2002;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;09H - 10H;535;305;20230530;NA
2010;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;17H - 18H;544;640;20230530;NA
2012;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;19H - 20H;542;650;20230530;NA
2014;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;21H - 22H;270;666;20230530;NA
2016;84;84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD;23H - 24H;153;213;20230530;NA
2017;85;085_AVDA_BLASCO IBAÑEZ 1;00H - 01H;116;92;20230530;NA
2021;85;085_AVDA_BLASCO IBAÑEZ 1;04H - 05H;17;21;20230530;NA
2023;85;085_AVDA_BLASCO IBAÑEZ 1;06H - 07H;30;22;20230530;NA
2024;85;085_AVDA_BLASCO IBAÑEZ 1;07H - 08H;185;1538;20230530;NA
2029;85;085_AVDA_BLASCO IBAÑEZ 1;12H - 13H;1100;972;20230530;NA
2030;85;085_AVDA_BLASCO IBAÑEZ 1;13H - 14H;1921;1001;20230530;NA
2037;85;085_AVDA_BLASCO IBAÑEZ 1;20H - 21H;843;584;20230530;NA
2040;85;085_AVDA_BLASCO IBAÑEZ 1;23H - 24H;122;140;20230530;NA
2042;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;01H - 02H;24;160;20230530;NA
2045;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;04H - 05H;4;17;20230530;NA
2050;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;09H - 10H;359;249;20230530;NA
2053;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;12H - 13H;294;334;20230530;NA
2057;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;16H - 17H;624;199;20230530;NA
2059;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;18H - 19H;479;348;20230530;NA
2060;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;19H - 20H;352;354;20230530;NA
2063;86;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;22H - 23H;112;187;20230530;NA
2065;87;87_AVDA BLASCO IBAÑEZ 2;00H - 01H;147;113;20230530;NA
2066;87;87_AVDA BLASCO IBAÑEZ 2;01H - 02H;82;91;20230530;NA
2067;87;87_AVDA BLASCO IBAÑEZ 2;02H - 03H;33;42;20230530;NA
2071;87;87_AVDA BLASCO IBAÑEZ 2;06H - 07H;48;66;20230530;NA
2078;87;87_AVDA BLASCO IBAÑEZ 2;13H - 14H;2073;816;20230530;NA
2079;87;87_AVDA BLASCO IBAÑEZ 2;14H - 15H;3093;1332;20230530;NA
2080;87;87_AVDA BLASCO IBAÑEZ 2;15H - 16H;2286;1749;20230530;NA
2081;87;87_AVDA BLASCO IBAÑEZ 2;16H - 17H;1037;1217;20230530;NA
2084;87;87_AVDA BLASCO IBAÑEZ 2;19H - 20H;981;794;20230530;NA
2088;87;87_AVDA BLASCO IBAÑEZ 2;23H - 24H;175;165;20230530;NA
2090;88;088_AVDA. BLASCO IBAÑEZ 3;01H - 02H;80;76;20230530;NA
2091;88;088_AVDA. BLASCO IBAÑEZ 3;02H - 03H;38;49;20230530;NA
2095;88;088_AVDA. BLASCO IBAÑEZ 3;06H - 07H;43;57;20230530;NA
2098;88;088_AVDA. BLASCO IBAÑEZ 3;09H - 10H;701;1537;20230530;NA
2099;88;088_AVDA. BLASCO IBAÑEZ 3;10H - 11H;692;968;20230530;NA
2101;88;088_AVDA. BLASCO IBAÑEZ 3;12H - 13H;1134;913;20230530;NA
2107;88;088_AVDA. BLASCO IBAÑEZ 3;18H - 19H;1310;866;20230530;NA
2122;89;89_AVDA. BLASCO IBAÑEZ;09H - 10H;453;857;20230530;NA
2124;89;89_AVDA. BLASCO IBAÑEZ;11H - 12H;733;641;20230530;NA
2127;89;89_AVDA. BLASCO IBAÑEZ;14H - 15H;1722;1217;20230530;NA
2133;89;89_AVDA. BLASCO IBAÑEZ;20H - 21H;1186;681;20230530;NA
2134;89;89_AVDA. BLASCO IBAÑEZ;21H - 22H;605;395;20230530;NA
2140;90;90_AVDA. BLASCO IBAÑEZ;03H - 04H;61;49;20230530;NA
2141;90;90_AVDA. BLASCO IBAÑEZ;04H - 05H;40;36;20230530;NA
2144;90;90_AVDA. BLASCO IBAÑEZ;07H - 08H;429;706;20230530;NA
2147;90;90_AVDA. BLASCO IBAÑEZ;10H - 11H;807;1411;20230530;NA
2148;90;90_AVDA. BLASCO IBAÑEZ;11H - 12H;1206;1067;20230530;NA
2150;90;90_AVDA. BLASCO IBAÑEZ;13H - 14H;1692;904;20230530;NA
2159;90;90_AVDA. BLASCO IBAÑEZ;22H - 23H;345;270;20230530;NA
2164;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;03H - 04H;12;13;20230530;NA
2167;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;06H - 07H;605;39;20230530;NA
2168;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;07H - 08H;402;132;20230530;NA
2176;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;15H - 16H;201;471;20230530;NA
2177;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;16H - 17H;341;449;20230530;NA
2183;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;22H - 23H;97;294;20230530;NA
2184;91;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;23H - 24H;49;138;20230530;NA
2189;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;04H - 05H;152;131;20230530;NA
2192;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;07H - 08H;851;1080;20230530;NA
2193;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;08H - 09H;1942;1870;20230530;NA
2197;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;12H - 13H;1405;1622;20230530;NA
2198;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;13H - 14H;1913;2174;20230530;NA
2201;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;16H - 17H;1497;1705;20230530;NA
2202;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;17H - 18H;2058;1838;20230530;NA
2206;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;21H - 22H;1609;1535;20230530;NA
2207;92;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;22H - 23H;817;1086;20230530;NA
2209;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;00H - 01H;744;820;20230530;NA
2212;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;03H - 04H;495;324;20230530;NA
2213;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;04H - 05H;282;238;20230530;NA
2217;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;08H - 09H;2847;753;20230530;NA
2218;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;09H - 10H;1930;1024;20230530;NA
2221;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;12H - 13H;1537;1640;20230530;NA
2223;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;14H - 15H;2202;2633;20230530;NA
2225;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;16H - 17H;1989;1776;20230530;NA
2230;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;21H - 22H;1436;2310;20230530;NA
2232;93;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;23H - 24H;578;934;20230530;NA
2234;94;094_AVDA. BLASCO IBAÑEZ 5;01H - 02H;481;455;20230530;NA
2238;94;094_AVDA. BLASCO IBAÑEZ 5;05H - 06H;89;132;20230530;NA
2242;94;094_AVDA. BLASCO IBAÑEZ 5;09H - 10H;1782;1591;20230530;NA
2246;94;094_AVDA. BLASCO IBAÑEZ 5;13H - 14H;2022;2072;20230530;NA
2251;94;094_AVDA. BLASCO IBAÑEZ 5;18H - 19H;2429;2449;20230530;NA
2252;94;094_AVDA. BLASCO IBAÑEZ 5;19H - 20H;2513;2760;20230530;NA
2254;94;094_AVDA. BLASCO IBAÑEZ 5;21H - 22H;1973;2134;20230530;NA
2255;94;094_AVDA. BLASCO IBAÑEZ 5;22H - 23H;996;1305;20230530;NA
2260;95;95_AVDA. DE LOS NARANJOS;03H - 04H;45;53;20230530;NA
2265;95;95_AVDA. DE LOS NARANJOS;08H - 09H;706;2481;20230530;NA
2266;95;95_AVDA. DE LOS NARANJOS;09H - 10H;897;1596;20230530;NA
2269;95;95_AVDA. DE LOS NARANJOS;12H - 13H;1486;911;20230530;NA
2273;95;95_AVDA. DE LOS NARANJOS;16H - 17H;790;990;20230530;NA
2275;95;95_AVDA. DE LOS NARANJOS;18H - 19H;1224;773;20230530;NA
2277;95;95_AVDA. DE LOS NARANJOS;20H - 21H;1076;412;20230530;NA
2278;95;95_AVDA. DE LOS NARANJOS;21H - 22H;562;302;20230530;NA
2280;95;95_AVDA. DE LOS NARANJOS;23H - 24H;211;162;20230530;NA
2281;96;096_AVDA. BLASCO IBAÑEZ 6;00H - 01H;2298;1704;20230530;NA
2283;96;096_AVDA. BLASCO IBAÑEZ 6;02H - 03H;860;674;20230530;NA
2285;96;096_AVDA. BLASCO IBAÑEZ 6;04H - 05H;361;276;20230530;NA
2287;96;096_AVDA. BLASCO IBAÑEZ 6;06H - 07H;393;501;20230530;NA
2289;96;096_AVDA. BLASCO IBAÑEZ 6;08H - 09H;2011;1773;20230530;NA
2292;96;096_AVDA. BLASCO IBAÑEZ 6;11H - 12H;2661;2594;20230530;NA
2293;96;096_AVDA. BLASCO IBAÑEZ 6;12H - 13H;2698;2800;20230530;NA
2296;96;096_AVDA. BLASCO IBAÑEZ 6;15H - 16H;3436;3332;20230530;NA
2297;96;096_AVDA. BLASCO IBAÑEZ 6;16H - 17H;3354;2914;20230530;NA
2302;96;096_AVDA. BLASCO IBAÑEZ 6;21H - 22H;3443;3787;20230530;NA
2307;97;097_AVDA. BLASCO IBAÑEZ 7;02H - 03H;517;281;20230530;NA
2308;97;097_AVDA. BLASCO IBAÑEZ 7;03H - 04H;329;230;20230530;NA
2311;97;097_AVDA. BLASCO IBAÑEZ 7;06H - 07H;197;146;20230530;NA
2313;97;097_AVDA. BLASCO IBAÑEZ 7;08H - 09H;1241;789;20230530;NA
2314;97;097_AVDA. BLASCO IBAÑEZ 7;09H - 10H;1259;936;20230530;NA
2315;97;097_AVDA. BLASCO IBAÑEZ 7;10H - 11H;1123;825;20230530;NA
2317;97;097_AVDA. BLASCO IBAÑEZ 7;12H - 13H;1025;1038;20230530;NA
2318;97;097_AVDA. BLASCO IBAÑEZ 7;13H - 14H;1215;1227;20230530;NA
2320;97;097_AVDA. BLASCO IBAÑEZ 7;15H - 16H;1340;1299;20230530;NA
2321;97;097_AVDA. BLASCO IBAÑEZ 7;16H - 17H;1505;1393;20230530;NA
2322;97;097_AVDA. BLASCO IBAÑEZ 7;17H - 18H;1681;1678;20230530;NA
2329;98;098_SANTOS JUSTO Y PASTOR;00H - 01H;446;654;20230530;NA
2330;98;098_SANTOS JUSTO Y PASTOR;01H - 02H;256;383;20230530;NA
2333;98;098_SANTOS JUSTO Y PASTOR;04H - 05H;86;100;20230530;NA
2338;98;098_SANTOS JUSTO Y PASTOR;09H - 10H;1615;1007;20230530;NA
2342;98;098_SANTOS JUSTO Y PASTOR;13H - 14H;1389;1467;20230530;NA
2344;98;098_SANTOS JUSTO Y PASTOR;15H - 16H;1764;1668;20230530;NA
2347;98;098_SANTOS JUSTO Y PASTOR;18H - 19H;1559;2049;20230530;NA
2349;98;098_SANTOS JUSTO Y PASTOR;20H - 21H;1513;1781;20230530;NA
2354;99;099_AVDA. BLASCO IBAÑEZ 8;01H - 02H;196;386;20230530;NA
2355;99;099_AVDA. BLASCO IBAÑEZ 8;02H - 03H;121;238;20230530;NA
2357;99;099_AVDA. BLASCO IBAÑEZ 8;04H - 05H;108;123;20230530;NA
2358;99;099_AVDA. BLASCO IBAÑEZ 8;05H - 06H;40;66;20230530;NA
2361;99;099_AVDA. BLASCO IBAÑEZ 8;08H - 09H;1716;567;20230530;NA
2363;99;099_AVDA. BLASCO IBAÑEZ 8;10H - 11H;1106;1062;20230530;NA
2364;99;099_AVDA. BLASCO IBAÑEZ 8;11H - 12H;1305;1086;20230530;NA
2365;99;099_AVDA. BLASCO IBAÑEZ 8;12H - 13H;1146;1310;20230530;NA
2366;99;099_AVDA. BLASCO IBAÑEZ 8;13H - 14H;1231;1674;20230530;NA
2367;99;099_AVDA. BLASCO IBAÑEZ 8;14H - 15H;1832;2398;20230530;NA
2369;99;099_AVDA. BLASCO IBAÑEZ 8;16H - 17H;1761;1358;20230530;NA
2371;99;099_AVDA. BLASCO IBAÑEZ 8;18H - 19H;1530;1934;20230530;NA
2374;99;099_AVDA. BLASCO IBAÑEZ 8;21H - 22H;1106;1583;20230530;NA
2387;100;100_AVDA. BLASCO IBAÑEZ 9;10H - 11H;1170;1062;20230530;NA
2389;100;100_AVDA. BLASCO IBAÑEZ 9;12H - 13H;1232;1217;20230530;NA
2396;100;100_AVDA. BLASCO IBAÑEZ 9;19H - 20H;1608;1718;20230530;NA
2400;100;100_AVDA. BLASCO IBAÑEZ 9;23H - 24H;400;563;20230530;NA
2401;101;101_AVDA. BLASCO IBAÑEZ 10;00H - 01H;266;540;20230530;NA
2403;101;101_AVDA. BLASCO IBAÑEZ 10;02H - 03H;74;139;20230530;NA
2411;101;101_AVDA. BLASCO IBAÑEZ 10;10H - 11H;993;695;20230530;NA
2412;101;101_AVDA. BLASCO IBAÑEZ 10;11H - 12H;1073;801;20230530;NA
2414;101;101_AVDA. BLASCO IBAÑEZ 10;13H - 14H;1048;1229;20230530;NA
2417;101;101_AVDA. BLASCO IBAÑEZ 10;16H - 17H;1158;1208;20230530;NA
2420;101;101_AVDA. BLASCO IBAÑEZ 10;19H - 20H;1271;1383;20230530;NA
2422;101;101_AVDA. BLASCO IBAÑEZ 10;21H - 22H;998;1191;20230530;NA
2429;102;102_AVDA.RAMON LLUL;04H - 05H;98;95;20230530;NA
2431;102;102_AVDA.RAMON LLUL;06H - 07H;653;153;20230530;NA
2432;102;102_AVDA.RAMON LLUL;07H - 08H;860;512;20230530;NA
2435;102;102_AVDA.RAMON LLUL;10H - 11H;1628;1732;20230530;NA
2444;102;102_AVDA.RAMON LLUL;19H - 20H;2996;2689;20230530;NA
2445;102;102_AVDA.RAMON LLUL;20H - 21H;2329;2577;20230530;NA
2446;102;102_AVDA.RAMON LLUL;21H - 22H;1714;2264;20230530;NA
2447;102;102_AVDA.RAMON LLUL;22H - 23H;1006;1303;20230530;NA
2448;102;102_AVDA.RAMON LLUL;23H - 24H;860;844;20230530;NA
2451;103;103_RUBEN DARIO;02H - 03H;84;112;20230530;NA
2456;103;103_RUBEN DARIO;07H - 08H;1131;144;20230530;NA
2465;103;103_RUBEN DARIO;16H - 17H;1088;904;20230530;NA
2466;103;103_RUBEN DARIO;17H - 18H;931;1004;20230530;NA
2471;103;103_RUBEN DARIO;22H - 23H;472;915;20230530;NA
