id;codigo_estacion;estacion;tramo_horario;numero_de_prestamos;numero_de_devoluciones;fecha_creacion;fecha_baja
4;1;001_GUILLEN_DE_CASTRO;03H - 04H;46;31;20230530;NA
5;1;001_GUILLEN_DE_CASTRO;04H - 05H;19;21;20230530;NA
7;1;001_GUILLEN_DE_CASTRO;06H - 07H;148;368;20230530;NA
10;1;001_GUILLEN_DE_CASTRO;09H - 10H;751;681;20230530;NA
11;1;001_GUILLEN_DE_CASTRO;10H - 11H;729;719;20230530;NA
16;1;001_GUILLEN_DE_CASTRO;15H - 16H;892;1042;20230530;NA
18;1;001_GUILLEN_DE_CASTRO;17H - 18H;1049;1106;20230530;NA
22;1;001_GUILLEN_DE_CASTRO;21H - 22H;627;602;20230530;NA
24;1;001_GUILLEN_DE_CASTRO;23H - 24H;192;232;20230530;NA
25;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;00H - 01H;296;195;20230530;NA
28;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;03H - 04H;62;41;20230530;NA
36;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;11H - 12H;645;505;20230530;NA
38;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;13H - 14H;735;676;20230530;NA
39;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;14H - 15H;950;755;20230530;NA
48;2;002_CALLE_SALVADOR_GINER_CALLE_MUSEO;23H - 24H;278;272;20230530;NA
49;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;00H - 01H;798;427;20230530;NA
51;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;02H - 03H;233;156;20230530;NA
56;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;07H - 08H;850;411;20230530;NA
58;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;09H - 10H;868;1421;20230530;NA
62;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;13H - 14H;1312;1133;20230530;NA
63;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;14H - 15H;1286;1157;20230530;NA
67;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;18H - 19H;1094;1151;20230530;NA
68;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;19H - 20H;1070;1277;20230530;NA
70;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;21H - 22H;717;1196;20230530;NA
71;3;003_PLAZA_MUSICO_LOPEZ_CHAVARRI;22H - 23H;567;711;20230530;NA
76;4;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;03H - 04H;93;63;20230530;NA
79;4;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;06H - 07H;101;159;20230530;NA
86;4;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;13H - 14H;2007;1713;20230530;NA
90;4;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;17H - 18H;1361;1439;20230530;NA
92;4;004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA;19H - 20H;1513;1859;20230530;NA
97;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;00H - 01H;353;222;20230530;NA
100;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;03H - 04H;59;83;20230530;NA
101;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;04H - 05H;36;44;20230530;NA
102;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;05H - 06H;37;27;20230530;NA
104;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;07H - 08H;256;374;20230530;NA
109;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;12H - 13H;683;644;20230530;NA
112;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;15H - 16H;1176;833;20230530;NA
113;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;16H - 17H;837;1078;20230530;NA
114;5;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;17H - 18H;853;892;20230530;NA
123;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;02H - 03H;65;86;20230530;NA
125;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;04H - 05H;46;57;20230530;NA
131;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;10H - 11H;782;831;20230530;NA
133;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;12H - 13H;1158;989;20230530;NA
136;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;15H - 16H;1007;1215;20230530;NA
140;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;19H - 20H;1342;1350;20230530;NA
141;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;20H - 21H;1112;1223;20230530;NA
143;6;006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL;22H - 23H;564;564;20230530;NA
145;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;00H - 01H;114;89;20230530;NA
151;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;06H - 07H;43;241;20230530;NA
157;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;12H - 13H;620;486;20230530;NA
158;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;13H - 14H;726;529;20230530;NA
160;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;15H - 16H;430;302;20230530;NA
161;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;16H - 17H;473;372;20230530;NA
164;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;19H - 20H;432;434;20230530;NA
168;7;007_PZA_DEL_MERCADO_TAULA_DE_CANVIS;23H - 24H;121;102;20230530;NA
170;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;01H - 02H;1;0;20230530;NA
171;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;02H - 03H;0;2;20230530;NA
176;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;07H - 08H;133;212;20230530;NA
178;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;09H - 10H;190;228;20230530;NA
180;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;11H - 12H;260;248;20230530;NA
183;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;14H - 15H;373;233;20230530;NA
184;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;15H - 16H;275;212;20230530;NA
187;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;18H - 19H;314;279;20230530;NA
188;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;19H - 20H;280;285;20230530;NA
189;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;20H - 21H;197;204;20230530;NA
192;8;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;23H - 24H;59;5;20230530;NA
194;9;009_PLAZA_TETUAN_4;01H - 02H;213;121;20230530;NA
195;9;009_PLAZA_TETUAN_4;02H - 03H;66;68;20230530;NA
198;9;009_PLAZA_TETUAN_4;05H - 06H;30;104;20230530;NA
200;9;009_PLAZA_TETUAN_4;07H - 08H;371;1158;20230530;NA
203;9;009_PLAZA_TETUAN_4;10H - 11H;583;758;20230530;NA
209;9;009_PLAZA_TETUAN_4;16H - 17H;782;774;20230530;NA
211;9;009_PLAZA_TETUAN_4;18H - 19H;1126;1112;20230530;NA
213;9;009_PLAZA_TETUAN_4;20H - 21H;1042;865;20230530;NA
214;9;009_PLAZA_TETUAN_4;21H - 22H;762;609;20230530;NA
215;9;009_PLAZA_TETUAN_4;22H - 23H;414;300;20230530;NA
216;9;009_PLAZA_TETUAN_4;23H - 24H;359;209;20230530;NA
217;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;00H - 01H;229;155;20230530;NA
221;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;04H - 05H;22;15;20230530;NA
222;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;05H - 06H;28;44;20230530;NA
225;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;08H - 09H;481;1296;20230530;NA
232;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;15H - 16H;937;910;20230530;NA
236;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;19H - 20H;1002;832;20230530;NA
237;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;20H - 21H;728;705;20230530;NA
238;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;21H - 22H;521;499;20230530;NA
239;10;010_CALLE_DEL_HOSPITAL_FRENTE_CALLE_HORNO_DEL_HOSP;22H - 23H;365;295;20230530;NA
243;11;011_PZA_AYTO_CON_CALLE_COTANDA;02H - 03H;122;212;20230530;NA
245;11;011_PZA_AYTO_CON_CALLE_COTANDA;04H - 05H;96;74;20230530;NA
247;11;011_PZA_AYTO_CON_CALLE_COTANDA;06H - 07H;216;364;20230530;NA
249;11;011_PZA_AYTO_CON_CALLE_COTANDA;08H - 09H;1211;2233;20230530;NA
250;11;011_PZA_AYTO_CON_CALLE_COTANDA;09H - 10H;976;2472;20230530;NA
253;11;011_PZA_AYTO_CON_CALLE_COTANDA;12H - 13H;1737;1749;20230530;NA
255;11;011_PZA_AYTO_CON_CALLE_COTANDA;14H - 15H;2742;1643;20230530;NA
257;11;011_PZA_AYTO_CON_CALLE_COTANDA;16H - 17H;1798;1923;20230530;NA
258;11;011_PZA_AYTO_CON_CALLE_COTANDA;17H - 18H;1861;1861;20230530;NA
259;11;011_PZA_AYTO_CON_CALLE_COTANDA;18H - 19H;1832;1816;20230530;NA
260;11;011_PZA_AYTO_CON_CALLE_COTANDA;19H - 20H;1942;2114;20230530;NA
266;12;012_CALLE_MINYANA;01H - 02H;207;109;20230530;NA
267;12;012_CALLE_MINYANA;02H - 03H;64;38;20230530;NA
270;12;012_CALLE_MINYANA;05H - 06H;19;229;20230530;NA
272;12;012_CALLE_MINYANA;07H - 08H;275;573;20230530;NA
274;12;012_CALLE_MINYANA;09H - 10H;482;1337;20230530;NA
275;12;012_CALLE_MINYANA;10H - 11H;434;573;20230530;NA
279;12;012_CALLE_MINYANA;14H - 15H;1418;762;20230530;NA
280;12;012_CALLE_MINYANA;15H - 16H;1091;597;20230530;NA
282;12;012_CALLE_MINYANA;17H - 18H;715;666;20230530;NA
284;12;012_CALLE_MINYANA;19H - 20H;698;750;20230530;NA
286;12;012_CALLE_MINYANA;21H - 22H;494;523;20230530;NA
295;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;06H - 07H;102;109;20230530;NA
300;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;11H - 12H;728;897;20230530;NA
302;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;13H - 14H;1327;1117;20230530;NA
304;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;15H - 16H;1475;1154;20230530;NA
306;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;17H - 18H;1008;1204;20230530;NA
307;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;18H - 19H;1339;1104;20230530;NA
312;13;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;23H - 24H;387;194;20230530;NA
313;14;014_BARÓN CARCER;00H - 01H;291;155;20230530;NA
314;14;014_BARÓN CARCER;01H - 02H;151;106;20230530;NA
317;14;014_BARÓN CARCER;04H - 05H;50;36;20230530;NA
320;14;014_BARÓN CARCER;07H - 08H;298;524;20230530;NA
325;14;014_BARÓN CARCER;12H - 13H;991;1063;20230530;NA
326;14;014_BARÓN CARCER;13H - 14H;1205;839;20230530;NA
327;14;014_BARÓN CARCER;14H - 15H;1455;884;20230530;NA
330;14;014_BARÓN CARCER;17H - 18H;1073;1009;20230530;NA
334;14;014_BARÓN CARCER;21H - 22H;687;475;20230530;NA
342;15;015_RIBERA;05H - 06H;16;30;20230530;NA
352;15;015_RIBERA;15H - 16H;751;501;20230530;NA
355;15;015_RIBERA;18H - 19H;591;500;20230530;NA
357;15;015_RIBERA;20H - 21H;495;506;20230530;NA
360;15;015_RIBERA;23H - 24H;338;97;20230530;NA
362;16;016_COLON I;01H - 02H;185;118;20230530;NA
370;16;016_COLON I;09H - 10H;573;1643;20230530;NA
377;16;016_COLON I;16H - 17H;1727;2210;20230530;NA
378;16;016_COLON I;17H - 18H;2167;2137;20230530;NA
380;16;016_COLON I;19H - 20H;2589;2188;20230530;NA
382;16;016_COLON I;21H - 22H;1523;806;20230530;NA
384;16;016_COLON I;23H - 24H;481;190;20230530;NA
385;17;017_ESTACION RENFE I;00H - 01H;877;561;20230530;NA
389;17;017_ESTACION RENFE I;04H - 05H;101;109;20230530;NA
393;17;017_ESTACION RENFE I;08H - 09H;3361;4327;20230530;NA
395;17;017_ESTACION RENFE I;10H - 11H;2328;2832;20230530;NA
396;17;017_ESTACION RENFE I;11H - 12H;3071;2915;20230530;NA
400;17;017_ESTACION RENFE I;15H - 16H;3661;3555;20230530;NA
403;17;017_ESTACION RENFE I;18H - 19H;3912;3838;20230530;NA
405;17;017_ESTACION RENFE I;20H - 21H;3503;2599;20230530;NA
406;17;017_ESTACION RENFE I;21H - 22H;2784;2157;20230530;NA
407;17;017_ESTACION RENFE I;22H - 23H;1502;1060;20230530;NA
409;18;018_COLON II;00H - 01H;346;140;20230530;NA
411;18;018_COLON II;02H - 03H;67;47;20230530;NA
416;18;018_COLON II;07H - 08H;186;453;20230530;NA
420;18;018_COLON II;11H - 12H;776;1018;20230530;NA
421;18;018_COLON II;12H - 13H;923;1138;20230530;NA
422;18;018_COLON II;13H - 14H;1174;1050;20230530;NA
424;18;018_COLON II;15H - 16H;1359;1138;20230530;NA
434;19;019_JUAN_LLORENS;01H - 02H;64;86;20230530;NA
441;19;019_JUAN_LLORENS;08H - 09H;1194;562;20230530;NA
442;19;019_JUAN_LLORENS;09H - 10H;579;461;20230530;NA
445;19;019_JUAN_LLORENS;12H - 13H;530;549;20230530;NA
446;19;019_JUAN_LLORENS;13H - 14H;562;638;20230530;NA
447;19;019_JUAN_LLORENS;14H - 15H;666;1138;20230530;NA
451;19;019_JUAN_LLORENS;18H - 19H;551;870;20230530;NA
453;19;019_JUAN_LLORENS;20H - 21H;474;620;20230530;NA
461;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;04H - 05H;21;22;20230530;NA
463;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;06H - 07H;155;90;20230530;NA
466;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;09H - 10H;608;588;20230530;NA
467;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;10H - 11H;534;467;20230530;NA
472;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;15H - 16H;620;713;20230530;NA
478;20;020_FERNANDO_EL_CATOLICO_CALLE_QUART;21H - 22H;530;465;20230530;NA
488;21;021_JUAN_LLORENS_29;07H - 08H;766;420;20230530;NA
494;21;021_JUAN_LLORENS_29;13H - 14H;489;561;20230530;NA
497;21;021_JUAN_LLORENS_29;16H - 17H;663;780;20230530;NA
502;21;021_JUAN_LLORENS_29;21H - 22H;412;413;20230530;NA
503;21;021_JUAN_LLORENS_29;22H - 23H;208;235;20230530;NA
511;22;022_JUAN_LLORENS_57;06H - 07H;207;276;20230530;NA
513;22;022_JUAN_LLORENS_57;08H - 09H;617;603;20230530;NA
518;22;022_JUAN_LLORENS_57;13H - 14H;645;520;20230530;NA
519;22;022_JUAN_LLORENS_57;14H - 15H;571;798;20230530;NA
520;22;022_JUAN_LLORENS_57;15H - 16H;607;816;20230530;NA
524;22;022_JUAN_LLORENS_57;19H - 20H;585;677;20230530;NA
527;22;022_JUAN_LLORENS_57;22H - 23H;278;260;20230530;NA
528;22;022_JUAN_LLORENS_57;23H - 24H;296;190;20230530;NA
529;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;00H - 01H;88;82;20230530;NA
531;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;02H - 03H;31;29;20230530;NA
533;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;04H - 05H;12;12;20230530;NA
536;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;07H - 08H;388;177;20230530;NA
537;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;08H - 09H;469;532;20230530;NA
542;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;13H - 14H;435;350;20230530;NA
544;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;15H - 16H;365;580;20230530;NA
546;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;17H - 18H;434;345;20230530;NA
549;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;20H - 21H;322;460;20230530;NA
551;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;22H - 23H;237;288;20230530;NA
552;23;023_GRAN_VIA_FERNANDO_EL_CATOLICO;23H - 24H;136;120;20230530;NA
553;24;024_GRAN_VIA_RAMON_Y_CAJAL;00H - 01H;176;168;20230530;NA
554;24;024_GRAN_VIA_RAMON_Y_CAJAL;01H - 02H;114;133;20230530;NA
561;24;024_GRAN_VIA_RAMON_Y_CAJAL;08H - 09H;595;710;20230530;NA
564;24;024_GRAN_VIA_RAMON_Y_CAJAL;11H - 12H;695;728;20230530;NA
565;24;024_GRAN_VIA_RAMON_Y_CAJAL;12H - 13H;1033;934;20230530;NA
568;24;024_GRAN_VIA_RAMON_Y_CAJAL;15H - 16H;909;873;20230530;NA
571;24;024_GRAN_VIA_RAMON_Y_CAJAL;18H - 19H;943;948;20230530;NA
572;24;024_GRAN_VIA_RAMON_Y_CAJAL;19H - 20H;947;807;20230530;NA
573;24;024_GRAN_VIA_RAMON_Y_CAJAL;20H - 21H;758;702;20230530;NA
574;24;024_GRAN_VIA_RAMON_Y_CAJAL;21H - 22H;669;740;20230530;NA
577;25;025_CALLE_DEL_ALBERIC;00H - 01H;168;213;20230530;NA
578;25;025_CALLE_DEL_ALBERIC;01H - 02H;65;131;20230530;NA
580;25;025_CALLE_DEL_ALBERIC;03H - 04H;15;37;20230530;NA
581;25;025_CALLE_DEL_ALBERIC;04H - 05H;17;48;20230530;NA
589;25;025_CALLE_DEL_ALBERIC;12H - 13H;1026;784;20230530;NA
590;25;025_CALLE_DEL_ALBERIC;13H - 14H;1031;737;20230530;NA
594;25;025_CALLE_DEL_ALBERIC;17H - 18H;777;953;20230530;NA
596;25;025_CALLE_DEL_ALBERIC;19H - 20H;1252;1331;20230530;NA
597;25;025_CALLE_DEL_ALBERIC;20H - 21H;1073;1045;20230530;NA
599;25;025_CALLE_DEL_ALBERIC;22H - 23H;490;393;20230530;NA
602;26;026_CALLE_SAN_JOSE_DE_CALASANZ;01H - 02H;98;121;20230530;NA
612;26;026_CALLE_SAN_JOSE_DE_CALASANZ;11H - 12H;320;349;20230530;NA
614;26;026_CALLE_SAN_JOSE_DE_CALASANZ;13H - 14H;422;453;20230530;NA
617;26;026_CALLE_SAN_JOSE_DE_CALASANZ;16H - 17H;460;368;20230530;NA
618;26;026_CALLE_SAN_JOSE_DE_CALASANZ;17H - 18H;491;489;20230530;NA
619;26;026_CALLE_SAN_JOSE_DE_CALASANZ;18H - 19H;579;480;20230530;NA
623;26;026_CALLE_SAN_JOSE_DE_CALASANZ;22H - 23H;206;253;20230530;NA
630;27;027_CALLE_SAN_VICENTE_MARTIR_129;05H - 06H;21;12;20230530;NA
633;27;027_CALLE_SAN_VICENTE_MARTIR_129;08H - 09H;268;391;20230530;NA
639;27;027_CALLE_SAN_VICENTE_MARTIR_129;14H - 15H;579;309;20230530;NA
640;27;027_CALLE_SAN_VICENTE_MARTIR_129;15H - 16H;271;433;20230530;NA
643;27;027_CALLE_SAN_VICENTE_MARTIR_129;18H - 19H;464;350;20230530;NA
646;27;027_CALLE_SAN_VICENTE_MARTIR_129;21H - 22H;193;251;20230530;NA
652;28;028_NAVARRO REVERTE;03H - 04H;77;66;20230530;NA
658;28;028_NAVARRO REVERTE;09H - 10H;994;1849;20230530;NA
659;28;028_NAVARRO REVERTE;10H - 11H;1634;1456;20230530;NA
660;28;028_NAVARRO REVERTE;11H - 12H;1353;1645;20230530;NA
665;28;028_NAVARRO REVERTE;16H - 17H;1549;1724;20230530;NA
667;28;028_NAVARRO REVERTE;18H - 19H;2177;2041;20230530;NA
668;28;028_NAVARRO REVERTE;19H - 20H;2280;1996;20230530;NA
671;28;028_NAVARRO REVERTE;22H - 23H;942;605;20230530;NA
672;28;028_NAVARRO REVERTE;23H - 24H;808;415;20230530;NA
677;29;029_PLAZA AMERICA;04H - 05H;116;52;20230530;NA
679;29;029_PLAZA AMERICA;06H - 07H;196;142;20230530;NA
682;29;029_PLAZA AMERICA;09H - 10H;710;1396;20230530;NA
684;29;029_PLAZA AMERICA;11H - 12H;983;1240;20230530;NA
685;29;029_PLAZA AMERICA;12H - 13H;1013;1381;20230530;NA
686;29;029_PLAZA AMERICA;13H - 14H;1335;1380;20230530;NA
689;29;029_PLAZA AMERICA;16H - 17H;1352;1496;20230530;NA
690;29;029_PLAZA AMERICA;17H - 18H;1754;1617;20230530;NA
691;29;029_PLAZA AMERICA;18H - 19H;1887;1861;20230530;NA
702;30;030_CIRILO AMOROS;05H - 06H;23;74;20230530;NA
704;30;030_CIRILO AMOROS;07H - 08H;188;216;20230530;NA
705;30;030_CIRILO AMOROS;08H - 09H;181;870;20230530;NA
710;30;030_CIRILO AMOROS;13H - 14H;753;515;20230530;NA
711;30;030_CIRILO AMOROS;14H - 15H;1186;561;20230530;NA
715;30;030_CIRILO AMOROS;18H - 19H;747;690;20230530;NA
718;30;030_CIRILO AMOROS;21H - 22H;530;386;20230530;NA
719;30;030_CIRILO AMOROS;22H - 23H;357;226;20230530;NA
721;31;031_CALLE SALAMANCA;00H - 01H;1050;338;20230530;NA
726;31;031_CALLE SALAMANCA;05H - 06H;57;24;20230530;NA
727;31;031_CALLE SALAMANCA;06H - 07H;103;87;20230530;NA
729;31;031_CALLE SALAMANCA;08H - 09H;915;1208;20230530;NA
733;31;031_CALLE SALAMANCA;12H - 13H;765;1141;20230530;NA
740;31;031_CALLE SALAMANCA;19H - 20H;1110;1744;20230530;NA
745;32;032_C/ CONDE DE ALTEA;00H - 01H;397;132;20230530;NA
746;32;032_C/ CONDE DE ALTEA;01H - 02H;143;79;20230530;NA
748;32;032_C/ CONDE DE ALTEA;03H - 04H;67;32;20230530;NA
749;32;032_C/ CONDE DE ALTEA;04H - 05H;57;24;20230530;NA
752;32;032_C/ CONDE DE ALTEA;07H - 08H;349;329;20230530;NA
757;32;032_C/ CONDE DE ALTEA;12H - 13H;667;725;20230530;NA
761;32;032_C/ CONDE DE ALTEA;16H - 17H;728;867;20230530;NA
764;32;032_C/ CONDE DE ALTEA;19H - 20H;990;1050;20230530;NA
766;32;032_C/ CONDE DE ALTEA;21H - 22H;736;738;20230530;NA
768;32;032_C/ CONDE DE ALTEA;23H - 24H;341;232;20230530;NA
770;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;01H - 02H;467;288;20230530;NA
772;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;03H - 04H;175;83;20230530;NA
773;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;04H - 05H;84;118;20230530;NA
775;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;06H - 07H;183;216;20230530;NA
777;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;08H - 09H;1071;1019;20230530;NA
778;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;09H - 10H;1141;1498;20230530;NA
787;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;18H - 19H;1510;1781;20230530;NA
789;33;033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA;20H - 21H;1481;1629;20230530;NA
793;34;34_AVDA. ANTIGUO REINO DE VALENCIA;00H - 01H;384;195;20230530;NA
798;34;34_AVDA. ANTIGUO REINO DE VALENCIA;05H - 06H;41;20;20230530;NA
799;34;34_AVDA. ANTIGUO REINO DE VALENCIA;06H - 07H;37;223;20230530;NA
802;34;34_AVDA. ANTIGUO REINO DE VALENCIA;09H - 10H;769;1013;20230530;NA
808;34;34_AVDA. ANTIGUO REINO DE VALENCIA;15H - 16H;833;1233;20230530;NA
820;35;35_C/ DUQUE DE CALABRIA;03H - 04H;105;68;20230530;NA
823;35;35_C/ DUQUE DE CALABRIA;06H - 07H;206;96;20230530;NA
825;35;35_C/ DUQUE DE CALABRIA;08H - 09H;1234;1070;20230530;NA
831;35;35_C/ DUQUE DE CALABRIA;14H - 15H;1478;1488;20230530;NA
837;35;35_C/ DUQUE DE CALABRIA;20H - 21H;1318;1421;20230530;NA
838;35;35_C/ DUQUE DE CALABRIA;21H - 22H;844;1024;20230530;NA
845;36;036_PZA_LOS_FUEROS_CONDE_TRENOR;04H - 05H;80;70;20230530;NA
847;36;036_PZA_LOS_FUEROS_CONDE_TRENOR;06H - 07H;214;325;20230530;NA
848;36;036_PZA_LOS_FUEROS_CONDE_TRENOR;07H - 08H;729;662;20230530;NA
851;36;036_PZA_LOS_FUEROS_CONDE_TRENOR;10H - 11H;1314;1519;20230530;NA
856;36;036_PZA_LOS_FUEROS_CONDE_TRENOR;15H - 16H;2126;1957;20230530;NA
866;37;37_AVDA. PERIS Y VALERO;01H - 02H;201;280;20230530;NA
867;37;37_AVDA. PERIS Y VALERO;02H - 03H;106;105;20230530;NA
869;37;37_AVDA. PERIS Y VALERO;04H - 05H;69;60;20230530;NA
870;37;37_AVDA. PERIS Y VALERO;05H - 06H;208;102;20230530;NA
872;37;37_AVDA. PERIS Y VALERO;07H - 08H;1642;426;20230530;NA
876;37;37_AVDA. PERIS Y VALERO;11H - 12H;1331;1271;20230530;NA
877;37;37_AVDA. PERIS Y VALERO;12H - 13H;1342;1375;20230530;NA
881;37;37_AVDA. PERIS Y VALERO;16H - 17H;1564;1545;20230530;NA
883;37;37_AVDA. PERIS Y VALERO;18H - 19H;1711;1932;20230530;NA
887;37;37_AVDA. PERIS Y VALERO;22H - 23H;549;703;20230530;NA
893;38;38_AVDA. PERIS Y VALERO;04H - 05H;70;100;20230530;NA
897;38;38_AVDA. PERIS Y VALERO;08H - 09H;2164;808;20230530;NA
899;38;38_AVDA. PERIS Y VALERO;10H - 11H;944;841;20230530;NA
902;38;38_AVDA. PERIS Y VALERO;13H - 14H;1226;1352;20230530;NA
904;38;38_AVDA. PERIS Y VALERO;15H - 16H;1276;1816;20230530;NA
910;38;38_AVDA. PERIS Y VALERO;21H - 22H;805;1242;20230530;NA
911;38;38_AVDA. PERIS Y VALERO;22H - 23H;474;615;20230530;NA
916;39;39_AVDA. PERIS Y VALERO;03H - 04H;56;62;20230530;NA
917;39;39_AVDA. PERIS Y VALERO;04H - 05H;53;56;20230530;NA
919;39;39_AVDA. PERIS Y VALERO;06H - 07H;549;343;20230530;NA
920;39;39_AVDA. PERIS Y VALERO;07H - 08H;2398;718;20230530;NA
922;39;39_AVDA. PERIS Y VALERO;09H - 10H;1352;1123;20230530;NA
925;39;39_AVDA. PERIS Y VALERO;12H - 13H;1199;1208;20230530;NA
